,X,log2FoldChange,AveExpr,t,pvalue,padj,B
937,STXBP6,-1.359969767,4.462317276,-4.47826313,0.00033414,0.023210236,0.246432526
938,ENSAP1,-1.678786081,0.453388163,-4.48286364,0.000330874,0.023132729,0.253161327
939,EDNRB,-1.114837667,6.200455895,-4.505099518,0.000315541,0.022335056,0.257707066
940,HHIP,-2.115439081,6.330556968,-4.519537425,0.000305975,0.021962598,0.29132434
941,USP44,-1.251376125,3.232551303,-4.527123306,0.000301067,0.021808038,0.456355077
942,ID1,-1.146038997,6.855217835,-4.531970272,0.000297973,0.021753227,0.336999448
943,LDLR,-1.056651036,7.833804154,-4.536149856,0.000295332,0.021645251,0.38986761
944,ID3,-1.421195689,5.687777275,-4.555360257,0.000283493,0.021025889,0.356838069
945,S100A4,-1.24099066,6.862376883,-4.560922338,0.000280156,0.020888426,0.397509883
946,FOXA2,-1.005362536,4.311143552,-4.561726985,0.000279676,0.020888426,0.431862397
947,FDPS,-1.27105408,6.16157349,-4.597692273,0.00025908,0.019847882,0.449922233
948,PAPSS2,-1.105643635,6.939079272,-4.610128511,0.000252323,0.019653773,0.503012146
949,WWC2,-1.34477071,6.721911345,-4.612439117,0.000251088,0.019653773,0.498596701
950,AMOTL2,-1.093081356,6.78660239,-4.654304061,0.00022974,0.018514489,0.588087406
951,MS4A15,-2.234466287,3.97038281,-4.661672631,0.000226179,0.018386676,0.667504522
952,ZBTB42,-1.016149377,3.3025399,-4.662393675,0.000225834,0.018386676,0.724094223
953,HMGCS1,-1.765692348,6.303972167,-4.669867169,0.000222285,0.018386676,0.603479123
954,PKDCC,-1.50587363,4.488987684,-4.687717604,0.000214036,0.018111337,0.678075503
955,MYZAP,-2.66861299,4.108265575,-4.695610324,0.000210489,0.018111337,0.724965389
956,EPB41L5,-1.075525575,6.13779431,-4.708110453,0.000204994,0.017832542,0.678917079
957,RP3-403A15.5,-1.379996512,4.291094039,-4.726050729,0.000197362,0.017412718,0.772219572
958,TNNC1,-2.141847155,4.231898708,-4.730634239,0.000195459,0.017409844,0.786388978
959,ESAM,-1.80478792,5.143824264,-4.732463016,0.000194705,0.017409844,0.73538687
960,MID1IP1,-1.16551101,5.897766585,-4.736801951,0.000192927,0.017409844,0.734913475
961,FZD8,-1.175472974,3.623470009,-4.744275015,0.000189905,0.01740824,0.865397953
962,WNT7A,-1.490282091,2.73117146,-4.749184286,0.000187946,0.01740824,0.921862444
963,RASSF7,-1.060466942,4.873811185,-4.756329767,0.000185132,0.017318657,0.796049483
964,RAB32,-1.274679416,3.967019205,-4.764144021,0.000182103,0.017296073,0.877212254
965,HYAL1,-1.622383429,4.391155086,-4.776378559,0.000177462,0.017296073,0.86778023
966,TEK,-1.619406927,5.606941238,-4.783746079,0.000174726,0.017296073,0.831873875
967,HPCAL1,-1.256477546,5.648484972,-4.787269037,0.000173433,0.017296073,0.838928613
968,TMEM139,-1.369594126,2.863437269,-4.84952334,0.000152129,0.016465291,1.116249707
969,MVD,-1.560905107,4.849295779,-4.874627641,0.000144313,0.015991234,1.040965635
970,SHE,-1.091074873,5.510364608,-4.901738863,0.000136332,0.015475349,1.076353493
971,LSS,-1.476866448,6.515700938,-4.920633656,0.000131038,0.015058069,1.127587222
972,ADRB2,-1.041487181,5.108170937,-4.938334134,0.00012627,0.014693327,1.161017933
973,IRX1,-1.360097432,2.175968077,-4.972978323,0.000117444,0.014105439,1.343929412
974,TMEM160,-1.086246827,2.464718085,-5.011975493,0.000108262,0.013436036,1.429446532
975,TRIB3,-1.870689014,3.92408274,-5.013018062,0.000108027,0.013436036,1.384909951
976,C19ORF54,-1.009929195,3.461170091,-5.018724854,0.000106749,0.013436036,1.427059945
977,KCNG3,-1.75983287,0.936093862,-5.018995242,0.000106689,0.013436036,1.278408931
978,JPH1,-1.046782549,3.442709118,-5.038143508,0.000102516,0.013340376,1.466614643
979,MACROD2,-1.569887791,5.421859134,-5.040884836,0.000101932,0.013340376,1.363098619
980,ECHDC3,-1.038840056,3.610264226,-5.049131672,0.000100197,0.013228851,1.478785292
981,CA2,-1.982327879,4.176880503,-5.066789664,9.66E-05,0.012842747,1.474911699
982,SLC39A8,-1.898694557,7.87280426,-5.10322143,8.95E-05,0.012256745,1.549009742
983,MAP2,-1.10714468,5.400496028,-5.113468986,8.77E-05,0.012177958,1.511584301
984,FCN3,-2.894033777,5.486393249,-5.156209436,8.02E-05,0.011401093,1.597281992
985,SLC3A2,-1.095806338,6.460280983,-5.196868896,7.38E-05,0.010985047,1.689245501
986,STARD4,-1.295923438,5.223482539,-5.227563966,6.92E-05,0.010564453,1.747012424
987,ECEL1P2,-1.972356581,2.002354801,-5.269952054,6.34E-05,0.010064933,1.883922446
988,ABC7-42404400C24.1,-1.824365105,4.495330174,-5.358653863,5.29E-05,0.009377513,2.040528703
989,C6ORF223,-2.323953757,3.34718917,-5.406852731,4.79E-05,0.008663036,2.192316575
990,TMEM125,-1.446875906,5.69899775,-5.443730442,4.45E-05,0.008327506,2.175644246
991,NECAB1,-1.544202428,3.823916209,-5.471348168,4.20E-05,0.008150736,2.300463672
992,SYDE2,-1.166875276,5.028768186,-5.496570569,3.99E-05,0.007993534,2.292285175
993,RP5-862P8.2,-1.191884587,3.931400918,-5.510229427,3.88E-05,0.007993534,2.371180097
994,MATN3,-1.784330688,2.380838384,-5.597148757,3.26E-05,0.007488023,2.517172284
995,ANXA3,-1.447547907,6.14044897,-5.615699236,3.14E-05,0.007488023,2.520888149
996,RIMS4,-1.746611348,2.022957381,-5.621910603,3.10E-05,0.007488023,2.522259226
997,CTNNBIP1,-1.352818773,4.824458745,-5.623320886,3.09E-05,0.007488023,2.550159443
998,NEBL,-1.004636317,7.111470713,-5.625541453,3.08E-05,0.007488023,2.564286068
999,P3H2,-1.650160258,5.425147903,-5.644363014,2.96E-05,0.007452936,2.576412162
1000,GGTLC1,-2.796892438,2.697367924,-5.655117743,2.90E-05,0.007452936,2.648257231
1001,VSIG10,-1.419129468,5.052772468,-5.801551642,2.16E-05,0.006101412,2.892263264
1002,C12ORF49,-1.194772533,6.69886256,-5.900882071,1.78E-05,0.00542064,3.08994389
1003,AJUBA,-1.336184362,4.871156758,-6.154708185,1.08E-05,0.004568504,3.576471934
1004,TSPAN13,-1.411650997,6.063170361,-6.216950506,9.57E-06,0.004345197,3.684722797
1005,ANKRD1,-3.846494002,4.308699977,-6.341123292,7.53E-06,0.003786916,3.941236027
1006,RXFP1,-2.00247247,2.263567672,-6.773904564,3.33E-06,0.002293006,4.525664205
1007,FZD5,-1.505717112,5.642906244,-7.005710351,2.17E-06,0.001804418,5.134257795
1008,P2RY1,-1.481138358,4.680107784,-7.597178491,7.53E-07,0.001078548,6.159818872
