"","X","log2FoldChange","AveExpr","t","pvalue","padj","B"
"302","HEXB",2.749765192,4.83296333,2.949034365,0.016531587,0.2841812,-2.889128881
"303","TAF1",3.785117682,2.92032126,2.947417453,0.016574727,0.2841812,-2.844209577
"304","POLDIP3",2.754777549,4.834848876,2.944543969,0.016651678,0.2841812,-2.895742874
"305","HARS2",3.793902069,2.93071895,2.944161572,0.016661946,0.2841812,-2.848770494
"306","TBC1D9",3.304948488,3.486238169,2.943834766,0.016670727,0.2841812,-2.854320871
"307","MICAL1",3.411398603,3.932158981,2.943758158,0.016672786,0.284,-2.860286876
"308","UTP6",3.130220142,4.028436001,2.943451617,0.016681027,0.2841812,-2.862808
"309","MAP4",2.691772491,6.139792697,2.940609797,0.01675763,0.284342746,-2.929682407
"310","GRPEL2",4.534481105,3.244489022,2.938009121,0.016828049,0.284777191,-2.859974691
"311","USP22",2.694817403,5.337957221,2.935520956,0.016895706,0.285358439,-2.931806437
"312","TUBA1C",2.912532827,6.815270026,2.934676782,0.016918723,0.285358439,-2.954738465
"313","C1QBP",4.194912568,3.780746167,2.933450805,0.016952209,0.285358439,-2.872224159
"314","DUSP1",2.558601436,8.173263257,2.930903206,0.01702201,0.285365744,-3.022758899
"315","DNAJB2",2.777310703,4.85774624,2.930194374,0.017041484,0.285365744,-2.917780804
"316","ZMYM2",3.201636877,3.808434477,2.929013352,0.01707398,0.285365744,-2.878809801
"317","EDC3",3.783386835,2.926873508,2.928389007,0.017091185,0.285365744,-2.870451726
"318","ASL",3.348539741,3.512411024,2.926613524,0.017140209,0.285365744,-2.878541405
"319","PDE2A",3.711908254,3.697784651,2.925117355,0.017181633,0.285365744,-2.882768828
"320","MEPCE",4.368357595,4.12752756,2.924815584,0.017190001,0.285365744,-2.89178278
"321","WIPI1",3.187102568,3.801755595,2.921180592,0.01729112,0.285365744,-2.889668479
"322","SCYL1",3.501658745,4.227992567,2.920754896,0.017303002,0.285365744,-2.900913303
"323","LZTR1",3.92159953,2.999742699,2.919804296,0.017329566,0.285365744,-2.882896691
"324","SGTA",2.897452229,4.422308014,2.919007765,0.017351856,0.285365744,-2.911280834
"325","PSMD2",2.67430097,5.972409045,2.917662843,0.017389559,0.285365744,-2.962560993
"326","CAMTA2",3.338295778,3.507498254,2.91722972,0.017401719,0.285365744,-2.891541138
"327","NOC2L",4.151500366,3.765552122,2.916091254,0.017433724,0.285522158,-2.896272271
"328","MBIP",3.782690928,2.914183596,2.915196466,0.01745892,0.285566815,-2.888517239
"329","ZNF160",3.77325104,2.909825514,2.908072962,0.017660848,0.287981866,-2.898295523
"330","MDC1",3.739342737,2.903406087,2.907881178,0.017666318,0.287981866,-2.898504467
"331","SGSM3",3.894333123,2.986672653,2.906886961,0.0176947,0.288,-2.9
"332","NR1D2",3.980576033,2.996782038,2.905215176,0.017742529,0.287981866,-2.903001243
"333","BAG3",2.47630875,6.249653036,2.903731354,0.017785092,0.288099077,-2.985315392
"334","KIF3B",3.095140115,3.76502477,2.902228708,0.017828302,0.288099077,-2.915648151
"335","INPP5K",3.459054021,3.957511616,2.899526251,0.017906283,0.288099077,-2.9228714
"336","PTCD3",3.316252395,3.483343706,2.898276945,0.017942451,0.288099077,-2.917642658
"337","UCK2",4.475446193,4.157944613,2.896965576,0.017980497,0.288099077,-2.932098528
"338","PLXND1",2.855144978,5.466012897,2.895149101,0.018033332,0.288099077,-2.993850185
"339","BCL2L2",3.040626922,4.628388353,2.895127496,0.018033962,0.288099077,-2.955809852
"340","UNC13B",2.90337537,4.287065648,2.894540895,0.018051059,0.288099077,-2.940320753
"341","SLC25A36",3.248113215,3.457999508,2.892192647,0.018119667,0.288,-2.925817443
"342","LRIG1",3.438344902,3.536403651,2.889647999,0.018194316,0.288099077,-2.930290426
"343","TANC1",2.923769745,4.134184744,2.887815503,0.018248268,0.288,-2.944229683
"344","NRBP1",2.652435285,5.168652916,2.887299334,0.018263494,0.288099077,-2.996601279
"345","ZNF330",3.046475687,3.989695122,2.885667006,0.018311732,0.288099077,-2.943066461
"346","LDB1",3.778537144,2.928649799,2.883911955,0.018363743,0.288099077,-2.931784365
"347","ZSCAN18",3.884388941,2.98286709,2.883757141,0.018368338,0.288099077,-2.932504809
"348","SGK1",2.834963144,5.965306306,2.883339086,0.018380752,0.288099077,-3.013151025
"349","MYCT1",3.086828998,4.198612397,2.882807989,0.018396536,0.288099077,-2.953603154
"350","PDXK",2.576708658,5.577349829,2.882272023,0.018412478,0.288099077,-3.014144293
"351","ELK3",4.037757334,3.020828476,2.879559396,0.018493383,0.288099077,-2.938660413
"352","CCM2",2.854265467,4.257659985,2.878715744,0.018518619,0.288099077,-2.961641803
"353","GRSF1",2.773199462,4.471171906,2.878201619,0.018534015,0.288099077,-2.971956311
"354","TTC7A",3.783493984,2.931715598,2.877902792,0.01854297,0.288099077,-2.940107428
"355","VPS54",3.699114545,2.883174569,2.877896398,0.018543162,0.288099077,-2.939666292
"356","PES1",2.678422819,4.79763511,2.877071193,0.018567914,0.288128868,-2.991441524
"357","SEC24C",2.848157476,5.475924427,2.876321784,0.018590422,0.288128868,-3.021749901
"358","IFT43",3.245984574,3.459911153,2.875307589,0.018620927,0.288250134,-2.94935009
"359","SUN2",2.702814457,5.031514567,2.872507067,0.018705427,0.288,-3.01
"360","ZC3H7B",4.094165563,3.741713388,2.872019148,0.01872019,0.288353036,-2.957573939
"361","TCF21",3.28788727,4.492434398,2.870246655,0.018773917,0.288353036,-2.98442581
"362","PMM2",3.043532487,4.00341627,2.869893815,0.018784631,0.288353036,-2.965593081
"363","EGFL7",5.154146746,4.444479765,2.868742412,0.018819638,0.288353036,-2.984173173
"364","KLF13",2.889186203,4.542201539,2.868644479,0.018822618,0.288353036,-2.98931065
"365","SLC38A5",3.567056952,3.593520115,2.868343734,0.018831774,0.288353036,-2.960720713
"366","FAM214B",3.332059735,3.488459218,2.864733536,0.018942042,0.28899689,-2.964434061
"367","NDUFS6",2.602043891,5.129252477,2.861458733,0.019042637,0.289034093,-3.032783652
"368","RPS5",2.044604574,8.361116761,2.861321374,0.019046868,0.289034093,-3.139210683
"369","E2F4",2.649788293,4.859602374,2.861252278,0.019048997,0.289,-3.02
"370","ANAPC11",2.824868927,4.506600687,2.85963689,0.019098836,0.289034093,-3.000374719
"371","ATP8B2",3.214135003,3.439989809,2.857834973,0.019154588,0.289034093,-2.973449306
"372","TUBB6",2.99243636,6.482439828,2.857170808,0.019175179,0.289034093,-3.059102406
"373","MEIS1",3.734202403,2.907333059,2.85698084,0.019181073,0.289034093,-2.968764271
"374","GOLGA8A",2.965738421,3.960280228,2.856189512,0.019205644,0.289034093,-2.98387324
"375","KIAA0930",3.251018636,3.464516319,2.854769768,0.019249808,0.289034093,-2.978026212
"376","KAT5",3.664447371,2.865537167,2.849832533,0.019404202,0.289034093,-2.978236933
"377","CDC42BPB",2.662408014,4.942494547,2.849173526,0.019424906,0.289034093,-3.040530649
"378","PSMD6",2.815725496,4.592255329,2.849149986,0.019425646,0.289034093,-3.020062335
"379","HDAC3",2.882945962,4.111929991,2.848842309,0.01943532,0.289034093,-2.998626355
"380","MMP14",3.175676025,4.958391415,2.848540498,0.019444815,0.289034093,-3.042416945
"381","NUDCD3",2.831130756,4.247541103,2.845962902,0.019526096,0.289496014,-3.007774232
"382","TRAK2",2.990485301,4.174539633,2.844315576,0.019578224,0.289496014,-3.007249365
"383","ADCY4",3.220090284,4.720660294,2.842670985,0.019630407,0.289496014,-3.036798887
"384","PSMC1",2.853533608,4.251099529,2.842342348,0.019640852,0.289496014,-3.013064153
"385","CYC1",2.623995941,4.916362943,2.841799371,0.019658121,0.289496014,-3.04971883
"386","ROBO3",3.348445476,3.494569869,2.838533401,0.019762323,0.290241675,-3.001058877
"387","ABR",2.652394183,5.725230371,2.837781858,0.019786381,0.290241675,-3.080428507
"388","DDB1",2.635551864,5.462963718,2.837069939,0.019809198,0.290241675,-3.079449167
"389","TUBGCP2",2.857274069,4.264475399,2.835938209,0.019845526,0.290241675,-3.022718017
"390","ID3",2.742358372,5.787043075,2.832981919,0.019940742,0.291103791,-3.087510221
"391","C19orf48",3.768076584,2.926816164,2.832678552,0.019950539,0.291103791,-3.002548879
"392","RALBP1",3.145400946,3.79907441,2.831572793,0.019986291,0.291291024,-3.015173996
"393","LRRC47",3.689045761,2.885681434,2.827711422,0.020111653,0.291,-3.01
"394","MPHOSPH8",2.821643851,4.384206065,2.82713292,0.020130503,0.291425867,-3.040749208
"395","THAP2",3.776058531,2.904457649,2.824746931,0.020208441,0.291425867,-3.013284348
"396","TSSC4",3.379081729,3.532636633,2.824251875,0.020224651,0.291425867,-3.02150999
"397","HSPA8",2.029439782,8.875721728,2.823939457,0.020234887,0.291425867,-3.22136291
"398","PBXIP1",4.555652885,3.960676679,2.823379563,0.020253245,0.291425867,-3.030085458
"399","PLEKHO1",3.112152348,4.83104485,2.822897926,0.020269051,0.291,-3.072174537
"400","SPSB3",4.024279121,3.054468657,2.822526521,0.020281248,0.291425867,-3.017971583
"401","SSH2",3.197930726,3.802320778,2.821656301,0.020309855,0.291425867,-3.029147586
"402","CANT1",3.124695296,3.769788804,2.82145214,0.020316572,0.291425867,-3.028889389
"403","PRDM2",4.11919256,3.742503224,2.818930481,0.020399729,0.291959634,-3.031973719
"404","BRD9",2.969144173,3.965984612,2.813981131,0.020563955,0.293746442,-3.043460857
"405","SAE1",2.655530237,4.701654357,2.813386198,0.020583786,0.293746442,-3.078087203
"406","HMGXB3",2.841964915,4.244262751,2.813082524,0.020593916,0.293746442,-3.054390324
"407","LRRC32",2.65779505,7.13371155,2.811905932,0.020633213,0.293818096,-3.150199582
"408","INPP1",2.723453304,4.449089399,2.811270512,0.020654468,0.293818096,-3.066733747
"409","LUC7L3",2.615400934,5.452636568,2.810168362,0.020691387,0.293818096,-3.118990132
"410","NFATC4",3.894193378,2.99119373,2.810167515,0.020691415,0.293818096,-3.034400255
"411","SEPHS1",3.687997851,2.886858564,2.808479403,0.020748093,0.294,-3.04
"412","ILVBL",3.628357885,2.853864167,2.80584139,0.020836981,0.293909524,-3.038907039
"413","SRCAP",2.795786901,4.225921844,2.805617743,0.020844535,0.293909524,-3.064240044
"414","GMPPA",3.635549148,2.858228438,2.805339797,0.020853926,0.294,-3.039645274
"415","TUBA1A",2.840158312,6.015443731,2.804110771,0.020895505,0.293909524,-3.13035588
"416","SF3B5",2.650354143,5.619829386,2.804080843,0.020896519,0.293909524,-3.129859127
"417","DLL4",2.711257705,4.637973011,2.803773807,0.02090692,0.293909524,-3.088145484
"418","HCFC1R1",3.283682968,3.484476196,2.803139755,0.020928416,0.293909524,-3.050346523
"419","OSBPL5",3.625771912,2.853310135,2.799704062,0.021045285,0.294,-3.047388333
"420","ANKZF1",3.013358105,3.721434096,2.799457592,0.021053694,0.293909524,-3.058937526
"421","ATP6V0A2",3.636095092,2.84539254,2.79650381,0.021154744,0.293909524,-3.051732127
"422","DNAJB4",3.155619757,3.410539496,2.794580632,0.021220802,0.293909524,-3.061284526
"423","BAALC",3.598242423,2.836013912,2.79438685,0.021227469,0.293909524,-3.054560513
"424","PARVB",2.675759534,4.528656474,2.794234004,0.02123273,0.293909524,-3.09555697
"425","BAIAP2L1",3.025194959,3.725607309,2.792993501,0.021275475,0.293909524,-3.068073963
"426","ENG",3.125760742,6.07066895,2.792226795,0.021301938,0.293909524,-3.148158524
"427","AFG3L2",2.561258278,4.998593048,2.790994835,0.02134453,0.293909524,-3.12882363
"428","DDX5",1.901412442,9.043334618,2.79088671,0.021348272,0.293909524,-3.276838455
"429","HIPK2",2.69792148,5.013875226,2.78704756,0.021481581,0.293909524,-3.135414069
"430","USP19",3.669603719,2.878913687,2.786152504,0.021512783,0.293909524,-3.066407311
"431","ARHGAP29",2.913055633,4.135462948,2.785264425,0.021543786,0.293909524,-3.089461561
"432","DDX56",2.625738404,4.91054493,2.784790572,0.021560348,0.293909524,-3.13253525
"433","NFATC2",3.585053478,2.828097352,2.78410608,0.021584294,0.293909524,-3.068694163
"434","SPG7",3.1114885,4.042458184,2.783967873,0.021589132,0.293909524,-3.088074259
"435","TSPAN4",2.883220783,4.650533321,2.782255658,0.021649164,0.293909524,-3.12000327
"436","ZBTB44",3.591111595,2.835043729,2.782133991,0.021653436,0.293909524,-3.071497212
"437","EIF3B",2.693481095,5.81139636,2.781409015,0.021678911,0.293909524,-3.163718591
"438","STARD3",2.803568929,4.870362073,2.779649306,0.021740872,0.293909524,-3.137541653
"439","SMAD7",3.140192972,3.40881249,2.778758822,0.021772296,0.294,-3.083348462
"440","DNMT1",3.016748019,3.721100674,2.778704353,0.02177422,0.293909524,-3.088052537
"441","PPP1R12A",2.733963069,4.567712998,2.775991709,0.021870238,0.293909524,-3.124085528
"442","FAM219B",2.795058675,4.232696597,2.775627435,0.021883165,0.293909524,-3.107188084
"443","PGF",3.927806282,2.967954064,2.775392888,0.021891492,0.293909524,-3.082334805
"444","TIMM13",3.080627105,4.402426535,2.775283027,0.021895394,0.293909524,-3.115851928
"445","SFN",4.356641328,3.947826619,2.774974721,0.021906347,0.293909524,-3.097998441
"446","ZNF263",2.715795712,4.448112574,2.774432076,0.021925639,0.293909524,-3.119516674
"447","SERPINB6",2.56695986,6.143451686,2.774052157,0.021939156,0.293909524,-3.175690032
"448","MOB2",4.113256708,3.760671301,2.773589,0.021955646,0.294,-3.1
"449","RPL41",2.191368026,7.447254265,2.772565525,0.021992129,0.293909524,-3.222749428
"450","FHOD1",4.178484429,3.763675298,2.772543506,0.021992915,0.293909524,-3.097452388
"451","CXorf40B",3.627516403,2.857972645,2.767839587,0.022161398,0.294,-3.091529815
"452","STARD9",3.63770593,2.863513728,2.767160995,0.022185812,0.294367404,-3.092530534
"453","PELO",3.18752202,4.695731216,2.767063744,0.022189313,0.294,-3.14481635
"454","DKK3",2.695913152,5.809107888,2.765458532,0.022247182,0.294827352,-3.187298082
"455","RHBDF1",2.878795451,4.10142549,2.762375167,0.02235877,0.295829656,-3.120689159
"456","NAB2",3.61075887,2.83178672,2.761182876,0.022402072,0.295829656,-3.100452416
"457","MLH1",3.58319155,2.82105167,2.757911874,0.022521309,0.295829656,-3.104858405
"458","PYGO2",3.559339773,2.820167674,2.756079082,0.022588401,0.295829656,-3.107385055
"459","FLNC",2.397130194,5.288375029,2.755919819,0.022594241,0.296,-3.194867437
"460","AMOTL1",2.771244344,5.371223768,2.755170953,0.02262172,0.295829656,-3.198503188
"461","RRP1",3.941833041,3.670693365,2.754490337,0.022646724,0.295829656,-3.121237262
"462","GUK1",2.486429871,6.993634693,2.754134548,0.022659806,0.295829656,-3.230718555
"463","MUL1",3.158521159,3.408129372,2.753932678,0.022667232,0.295829656,-3.118014984
"464","NOL8",3.54829052,2.810931956,2.753803875,0.022671971,0.295829656,-3.110428673
"465","URB1",3.672486681,2.85600204,2.75022622,0.022804018,0.296448034,-3.115897664
"466","S1PR2",3.548377583,2.814151929,2.750085597,0.022809224,0.296448034,-3.115611887
"467","STK38",4.136482229,4.040745844,2.749457756,0.022832483,0.296448034,-3.136823215
"468","SFTPC",1.868569739,10.09349002,2.745616635,0.022975306,0.297055975,-3.365441295
"469","DHX29",3.588508718,2.82146076,2.744850381,0.023003906,0.297055975,-3.122943673
"470","EPC1",2.890715729,3.915667722,2.744187306,0.023028684,0.297055975,-3.140572032
"471","GNA12",2.687124201,4.433126468,2.743712615,0.023046439,0.297,-3.16275886
"472","RBM6",2.573435821,5.270182894,2.742727708,0.023083322,0.297229928,-3.213756916
"473","HLA-H",2.916390777,3.926156449,2.740298945,0.023174532,0.297414084,-3.146337425
"474","ALS2CL",3.998395626,3.706870152,2.739855325,0.023191231,0.297414084,-3.14236927
"475","SERTAD3",2.757267909,4.336525843,2.738271671,0.023250945,0.297592442,-3.165409756
"476","CSPG4",3.134075917,4.415807064,2.737702743,0.023272435,0.297592442,-3.170415547
"477","DEXI",3.526663038,2.803248843,2.734050554,0.023410871,0.298,-3.14
"478","ACP2",3.54431101,2.803516008,2.731413168,0.023511361,0.299,-3.141337147
"479","QSOX1",2.524758622,6.201041873,2.730766306,0.023536075,0.299119979,-3.240373993
"480","MRPS2",2.852388451,4.541905379,2.729042303,0.023602071,0.299241022,-3.190207757
"481","SUN1",2.535426392,4.939532364,2.72312092,0.023830178,0.300137359,-3.224489986
"482","GADD45G",3.648692569,2.872522003,2.722994665,0.023835066,0.300137359,-3.153824689
"483","EHMT1",3.074202327,3.37622185,2.722236389,0.023864444,0.300137359,-3.161827362
"484","VSIG2",3.512749567,2.792445508,2.721860744,0.023879011,0.300137359,-3.154431127
"485","NISCH",4.29486282,4.2673014,2.720980579,0.023913179,0.300137359,-3.186611975
"486","FBXO31",3.350595681,3.521688576,2.719674722,0.023963963,0.300353068,-3.167671664
"487","PAN2",3.583073408,2.838491441,2.718637006,0.024004398,0.300563444,-3.159454555
"488","BCL2L1",2.516198281,5.367377761,2.717738608,0.02403946,0.300706199,-3.253638551
"489","GOLGA3",2.771878035,4.054961834,2.716342476,0.024094051,0.300931495,-3.184211127
"490","LBH",2.574072119,5.59731517,2.716067219,0.024104828,0.300931495,-3.25980302
"491","TXLNA",2.49735232,5.142860789,2.713453346,0.024207419,0.301150811,-3.250850102
"492","PSMC3",2.354295517,5.873322134,2.7106479,0.024318021,0.301150811,-3.268309885
"493","FAM13B",3.495793927,2.785644025,2.709970815,0.024344792,0.301,-3.170812693
"494","DCAF5",2.670539503,4.414000612,2.709596842,0.02435959,0.301,-3.210620585
"495","AKAP1",3.550688081,2.822006384,2.707929141,0.024425696,0.301,-3.174089246
"496","URGCP",2.82139585,3.886681428,2.707809579,0.024430442,0.301150811,-3.191082818
"497","MYZAP",3.495225278,2.789601737,2.705412417,0.024525799,0.30176488,-3.177174317
"498","UROD",3.115109091,3.788264692,2.701881353,0.024666951,0.302165722,-3.197284059
"499","FOXK2",2.62872863,4.399181651,2.6998997,0.024746527,0.302165722,-3.223699006
"500","DOCK1",2.813242644,3.883083477,2.699800115,0.024750532,0.302165722,-3.202276768
"501","REV3L",3.045237971,3.359470776,2.697834105,0.02482975,0.302841934,-3.195670272
"502","GNL3",2.650611037,5.389696514,2.6959183,0.024907192,0.30308529,-3.28655931
"503","SAFB2",2.60076227,4.492699219,2.695326533,0.024931163,0.30308529,-3.235759948
"504","NDNF",3.477764835,2.777060827,2.694982839,0.024945095,0.303,-3.191463211
"505","KIAA0100",2.569764011,4.655439112,2.694009235,0.024984605,0.303275406,-3.247998579
"506","MZT2B",3.646001907,2.873043674,2.692303726,0.025053971,0.303595858,-3.196389323
"507","SBDSP1",2.658188493,4.607934785,2.690837507,0.02511376,0.303595858,-3.249476624
"508","AKAP13",2.665333399,5.925551519,2.690304629,0.025135525,0.303595858,-3.298359548
"509","MEG3",3.527707559,2.792061828,2.689179341,0.02518155,0.303635976,-3.199691605
"510","DDX47",2.580041288,5.201837004,2.688094838,0.025225988,0.303883485,-3.291097662
"511","NR4A2",3.064762315,5.292146217,2.686825856,0.025278085,0.303991007,-3.296872267
"512","ZNF593",2.741726733,4.044155425,2.685727328,0.025323273,0.303991007,-3.22716309
"513","TSPAN18",3.807721295,2.954046846,2.683888038,0.025399115,0.303991007,-3.209155642
"514","NT5DC2",3.945411216,3.021264615,2.68361582,0.02541036,0.303991007,-3.210453914
"515","TBRG4",2.818702256,3.881953236,2.682553433,0.025454291,0.303991007,-3.226565581
"516","TPD52L2",2.282602577,5.783116608,2.682488491,0.025456979,0.303991007,-3.30998347
"517","KLHL42",3.495849757,2.794293956,2.682425282,0.025459595,0.303991007,-3.209078094
"518","TSC1",3.049626747,3.358320433,2.681631271,0.025492486,0.303991007,-3.218298954
"519","ME3",3.509483942,2.802238255,2.680245025,0.025550013,0.304,-3.21220176
"520","PNISR",2.523815139,4.986943112,2.679299072,0.025589344,0.304166472,-3.291718229
"521","ID2",2.478842633,5.349613122,2.676235353,0.025717148,0.304166472,-3.314334298
"522","RGS12",3.501188926,2.798091118,2.676082046,0.02572356,0.304166472,-3.217917174
"523","DAAM1",3.4552821,2.769422324,2.676066795,0.025724198,0.304166472,-3.217567035
"524","PTPN1",2.752504989,5.98404313,2.676045161,0.025725103,0.304166472,-3.319575297
"525","RHOC",1.992984786,7.961827568,2.674384483,0.025794671,0.304166472,-3.399743211
"526","NR2C2",3.247420536,3.443548435,2.674309775,0.025797805,0.304166472,-3.22992776
"527","H19",3.575001957,4.021314601,2.674258843,0.025799942,0.304166472,-3.242529972
"528","PRPF6",2.543385037,4.809214629,2.670971862,0.025938227,0.305230492,-3.291855377
"529","NELFE",2.354382498,5.185251979,2.670085918,0.025975628,0.305297956,-3.316767593
"530","RPL13",1.923238568,9.991257372,2.669698389,0.025992005,0.305297956,-3.479972475
"531","ADNP2",3.242580392,3.441196785,2.669008193,0.026021198,0.30535864,-3.237310496
"532","ASAP2",3.50035199,2.798510386,2.667994902,0.026064118,0.305392812,-3.229130661
"533","OTUD7B",3.112933107,3.383868371,2.667804995,0.026072169,0.305392812,-3.238047767
"534","ATF4",2.008359513,8.466983505,2.665782387,0.026158081,0.305700721,-3.443847198
"535","PDRG1",3.021004001,3.345814014,2.664948091,0.026193602,0.305700721,-3.241416705
"536","ADORA2A",3.462329635,3.917382114,2.664922984,0.026194672,0.305700721,-3.252466321
"537","CBX7",4.111759803,3.101962667,2.664286746,0.026221794,0.305736497,-3.238527602
"538","DGKD",2.694543947,4.624207103,2.663300012,0.026263914,0.305946914,-3.290350731
"539","CERS5",2.694439856,4.172310802,2.659928381,0.026408353,0.307347763,-3.269070322
"540","ATF6B",3.145498432,3.419321673,2.655653083,0.026592661,0.307491256,-3.255639548
"541","HNRNPH1",2.902086253,6.712640578,2.653781894,0.026673736,0.307491256,-3.368775379
"542","HECTD1",2.591094432,5.005262162,2.64998463,0.026839034,0.307491256,-3.335707591
"543","SESN2",3.570320408,2.806189987,2.649980578,0.026839211,0.307491256,-3.254204718
"544","HPS4",3.445535435,2.769607231,2.64977744,0.026848083,0.307491256,-3.253992078
"545","HTT",3.799866144,3.612084506,2.649079893,0.026878571,0.307491256,-3.268207787
"546","ATAD3B",3.491470307,2.795602166,2.648551992,0.026901667,0.307491256,-3.256041509
"547","GGA3",2.843400636,3.643498729,2.647654443,0.026940982,0.307491256,-3.270781868
"548","PTPRK",2.997096812,4.357262251,2.647353618,0.026954171,0.307491256,-3.296611758
"549","TRAF5",3.434393933,2.752591505,2.646292073,0.027000768,0.307491256,-3.258592131
"550","AEN",2.968328523,4.758824839,2.646278585,0.02700136,0.307491256,-3.324241509
"551","ELAC2",2.878076358,3.665144959,2.646178947,0.027005738,0.307491256,-3.27325263
"552","LSS",2.518573071,4.709605667,2.644218904,0.027092003,0.307491256,-3.323835305
"553","DOCK9",2.454663334,5.210790012,2.642297072,0.027176858,0.307560714,-3.358980777
"554","ZBTB17",3.217029499,4.111732145,2.6384697,0.027346647,0.308768583,-3.296856969
"555","MRPL55",3.562204239,2.833545853,2.637703428,0.027380769,0.308768583,-3.271605504
"556","MECP2",2.587994887,4.373942937,2.633811119,0.027554757,0.309631664,-3.316966239
"557","8-Sep",2.66052834,4.165207417,2.627539037,0.027837475,0.311952339,-3.314786318
"558","USP40",2.822291746,3.633834643,2.62514839,0.027946005,0.311973645,-3.302214073
"559","GRAP",3.392617627,2.740270898,2.624293032,0.027984939,0.311973645,-3.288904531
"560","PJA1",3.43580124,2.749463004,2.622099919,0.028085017,0.312343651,-3.292065598
"561","ANKRD10",2.431965238,5.856280287,2.620008607,0.028180786,0.312343651,-3.402324343
"562","NUPR1",2.310608743,5.512748494,2.618684166,0.028241607,0.312343651,-3.402874978
"563","ITSN1",3.385213625,2.733218031,2.618570374,0.028246839,0.312343651,-3.296738295
"564","USP47",2.514897703,4.851548941,2.617722573,0.028285849,0.312343651,-3.372405172
"565","DIDO1",2.648466478,4.634172314,2.616282588,0.028352231,0.312343651,-3.359021743
"566","EMP1",1.895473382,8.616744453,2.615623515,0.028382666,0.312343651,-3.529002748
"567","PER3",3.413548051,2.74024984,2.614266543,0.028445434,0.31245723,-3.302794122
"568","9-Sep",2.462188179,5.344605981,2.613161222,0.028496664,0.312655508,-3.407225035
"569","GIMAP6",2.790489756,4.375907254,2.612596088,0.028522893,0.312655508,-3.347469721
"570","NF2",2.95803109,3.316845885,2.612286172,0.028537288,0.312655508,-3.314534405
"571","BIN1",2.672387118,4.008203228,2.611123292,0.028591364,0.312962645,-3.331365291
"572","FUT1",3.651629119,2.880329952,2.609731059,0.028656242,0.312962645,-3.311078792
"573","RPL18",1.778325697,9.013896351,2.606168121,0.028822951,0.313,-3.559662977
"574","TGFBR1",2.827827804,3.630542704,2.606095138,0.028826376,0.312962645,-3.328911154
"575","SMAD1",3.373977476,2.726322088,2.605885863,0.028836199,0.312962645,-3.314215674
"576","UCK1",3.514953113,2.811480767,2.603701029,0.028938958,0.313542385,-3.31845272
"577","FGFR1",3.017343554,6.297120161,2.602691717,0.028986553,0.313589559,-3.431610588
"578","POLR1E",2.960047686,3.315844212,2.601323735,0.029051188,0.313955398,-3.329836821
"579","NOD1",3.861827519,2.983720471,2.600681239,0.029081595,0.314016984,-3.325231934
"580","HIRA",2.962938758,3.325438163,2.599932648,0.029117063,0.314133072,-3.331950376
"581","JMJD6",2.678046841,4.932143193,2.597997462,0.029208955,0.314857177,-3.40686186
"582","PILRB",2.743945749,4.213948242,2.593378088,0.029429488,0.316125581,-3.365850493
"583","LCN6",2.811541359,3.622817255,2.591970875,0.029497002,0.316125581,-3.348596433
"584","RPRD1A",2.946903876,3.309865316,2.591600047,0.029514819,0.316125581,-3.34331872
"585","MTCH1",2.198962637,6.836720507,2.591027625,0.029542344,0.316125581,-3.467278192
"586","LDLRAP1",3.396824513,2.749632316,2.590583629,0.029563711,0.316125581,-3.335734998
"587","KRI1",2.931137706,3.306761428,2.590250195,0.029579768,0.316125581,-3.34514954
"588","PTK7",3.374381877,2.736728358,2.589696693,0.029606441,0.316125581,-3.336783459
"589","NOTCH4",4.410199944,3.246551599,2.589329212,0.029624163,0.316125581,-3.345381107
"590","ABTB1",3.865167762,2.985791108,2.588885122,0.029645595,0.316125581,-3.34166485
"591","JAM3",2.230189117,5.520917053,2.588794134,0.029649988,0.316125581,-3.447158856
"592","ARRB1",2.567053057,5.11864553,2.588231694,0.029677157,0.316150029,-3.433637026
"593","PRPF39",2.940037295,3.306541065,2.584860941,0.02984051,0.317232563,-3.352675528
"594","ZGPAT",2.839571423,3.648050981,2.584590433,0.029853658,0.317232563,-3.359456261
"595","ICAM4",3.462682488,2.756485972,2.583819389,0.029891168,0.317365797,-3.34520813
"596","UQCRC1",2.44308701,5.013406596,2.581918431,0.02998385,0.317759394,-3.435867592
"597","CDKN2AIP",3.822853109,2.913144049,2.581162015,0.030020809,0.317759394,-3.351248551
"598","DAAM2",3.765278729,2.937606769,2.580524757,0.030051982,0.317759394,-3.352520847
"599","FOXN3",2.531497281,4.730173381,2.578291666,0.030161475,0.318373913,-3.420910116
"600","MTHFR",3.111369663,3.404903045,2.577746593,0.030188263,0.318389907,-3.364419712
"601","STK40",2.34475942,5.881945413,2.572087537,0.03046779,0.320277206,-3.473094762
"602","VWF",4.843947578,6.360042327,2.569028403,0.030619978,0.321336577,-3.482755845
"603","CCDC84",3.326498193,2.709888213,2.568883169,0.030627222,0.321336577,-3.365233513
"604","NUP188",2.552135754,4.457585301,2.568538515,0.03064442,0.321,-3.415795487
"605","NCALD",2.876824186,3.928064363,2.56694556,0.030724033,0.321905805,-3.391134318
"606","PUS1",2.785541714,3.619326952,2.565048855,0.030819099,0.322635861,-3.386325929
"607","MGAT5",3.976068353,3.965554109,2.564350111,0.030854196,0.322737431,-3.396042102
